year_end,neighborhood,parcels,city_owned
1994,GROVER HEIGHTS,108,0
1994,HALYARD PARK,102,3
1994,HAMPTON HEIGHTS,2111,1
1994,HARAMBEE,2594,11
1994,HARBOR VIEW,9,0
1994,HARDER'S OAKS,149,0
1994,HAVENWOODS,178,0
1994,HAWLEY FARMS,597,0
1994,HAWTHORNE GLEN,122,0
1994,HERITAGE HEIGHTS,33,0
1994,HIGHWOOD ESTATES,500,0
1994,HILLSIDE,40,0
1994,HILLTOP PARISH,1,0
1994,HISTORIC MITCHELL STREET,1661,2
1994,HISTORIC THIRD WARD,1,0
1994,HOLLER PARK,164,0
1994,HONEY CREEK MANOR,833,0
1994,HONEY CREEK PARKWAY,426,0
1994,JACKSON PARK,2380,0
1994,JOHNSON'S WOODS,910,0
1994,JUNEAU TOWN,295,0
1994,KILBOURN TOWN,1,0
1994,KING PARK,182,3
1994,KOPS PARK,1165,0
1994,LAND BANK,18,0
1994,LAYTON PARK,1598,0
1994,LENOX HEIGHTS,455,0
1994,LINCOLN CREEK,1959,0
1994,LINCOLN PARK,1420,2
1994,LINCOLN VILLAGE,1983,1
1994,LINDSAY PARK,1052,0
1994,LITTLE MENOMONEE PARKWAY,262,0
1994,LONG VIEW,912,1
1994,LOWER EAST SIDE,1121,1
1994,LYONS PARK,519,0
1994,MACK ACRES,68,0
1994,MAITLAND PARK,320,0
1994,MAPLE TREE,356,0
1994,MARTIN DRIVE,423,0
1994,MC GOVERN PARK,1061,0
1994,MELODY VIEW,192,0
1994,MENOMONEE RIVER HILLS,1819,0
1994,MENOMONEE RIVER HILLS EAST,635,0
1994,MENOMONEE RIVER VALLEY,7,0
1994,MERRILL PARK,542,9
1994,METCALFE PARK,669,6
1994,MIDTOWN,1324,17
1994,MILL VALLEY,324,0
1994,MILLER VALLEY,110,0
1994,MILWAUKEE RIVER PARKWAY,228,0
1994,MITCHELL FIELD,72,0
1994,MITCHELL PARK,8,0
1994,MITCHELL WEST,869,0
1994,MORGAN HEIGHTS,537,0
1994,MORGANDALE,2477,0
1994,MOUNT MARY,694,0
1994,MOUNT OLIVET,56,0
1994,MURRAY HILL,638,0
1994,MUSKEGO WAY,1901,0
1994,"NASH PARK",845,0
1994,"NATIONAL PARK",455,0
1994,NEW COELN,158,0
1994,NORTH DIVISION,1993,13
1994,NORTH GRANVILLE,29,0
1994,NORTHPOINT,508,0
1994,NORTHRIDGE,216,0
1994,NORTHRIDGE LAKES,297,0
1994,OLD NORTH MILWAUKEE,3113,4
1994,PARK KNOLL,356,0
1994,PARK PLACE,34,0
1994,PARK VIEW,138,1
1994,PARKWAY HILLS,153,0
1994,PHEASANT RUN,478,0
1994,POLLBER HEIGHTS,74,0
1994,POLONIA,1002,0
1994,RED OAK HEIGHTS,226,0
1994,RIDGEVIEW,88,0
1994,RIVER BEND,499,0
1994,RIVERSIDE PARK,227,0
1994,RIVERTON HEIGHTS,340,0
1994,RIVERWEST,2524,2
1994,ROLLING GREEN,492,0
1994,ROOSEVELT GROVE,1483,2
1994,ROOT CREEK,479,0
1994,RUFUS KING,1358,0
1994,SAINT JOSEPH,1633,0
1994,SAVELAND PARK,585,0
1994,SERVITE WOODS,403,0
1994,SHERMAN PARK,1685,4
1994,SILVER CITY,789,1
1994,SILVER SPRING,2462,0
1994,SILVER SWAN,399,0
1994,SOUTHGATE,474,0
1994,SOUTHPOINT,536,0
1994,ST. AMELIAN'S,581,0
1994,STORY HILL,512,0
1994,SUNSET HEIGHTS,1241,0
1994,THE VALLEY / PIGSVILLE,157,0
1994,THURSTON WOODS,1169,0
1994,TIMMERMAN AIRPORT,51,0
1994,TIMMERMAN WEST,957,0
1994,TIPPECANOE,1999,0
1994,TOWN & COUNTRY MANOR,607,0
1994,TOWN OF LAKE,1859,0
1994,TRIANGLE,122,1
1994,TRIANGLE NORTH,214,2
1994,TRIPOLI PARK,236,0
1994,UPPER EAST SIDE,837,0
1994,UPTOWN,1422,0
1994,VALHALLA,563,0
1994,VALLEY FORGE,54,0
1994,VETERANS AFFAIRS,1,0
1994,VOGEL PARK,370,0
1994,WAHL PARK,847,0
1994,WALKER'S POINT,1207,3
1994,WALNUT HILL,516,4
1994,WASHINGTON HEIGHTS,1988,0
1994,WASHINGTON PARK,1151,6
1994,WEDGEWOOD,477,0
1994,WEST VIEW,369,0
1994,WHISPERING HILLS,213,0
1994,WHITE MANOR,580,0
1994,WICK FIELD,160,0
1994,WILLIAMSBURG,614,2
1994,WILSON PARK,633,0
1994,WOODLAND COURT,135,0
1994,WOODLANDS,625,0
1994,WYRICK PARK,236,0
1994,YANKEE HILL,168,0
1995,ALCOTT PARK,478,0
1995,ALVERNO,52,0
1995,AMANI,1717,23
1995,ARLINGTON GARDENS,736,0
1995,ARLINGTON HEIGHTS,1235,2
1995,AVENUES WEST,267,11
1995,BARAN PARK,88,1
1995,BAY VIEW,4976,2
1995,BLUEMOUND HEIGHTS,976,0
1995,BORCHERT FIELD,1042,7
1995,BRADLEY ESTATES,969,0
1995,BREWER'S HILL,336,2
1995,BUCHEL PARK,13,0
1995,BURNHAM PARK,1333,0
1995,CALUMET FARMS,245,0
1995,CAMBRIDGE HEIGHTS,473,0
1995,CANNON PARK,429,0
1995,CAPITOL HEIGHTS,1649,0
1995,CASTLE MANOR,708,0
1995,CLARKE SQUARE,994,3
1995,CLAYTON CREST,529,0
1995,CLOCK TOWER ACRES,301,2
1995,COLD SPRING PARK,276,0
1995,COLLEGE HEIGHTS,373,0
1995,COLUMBUS PARK,1117,0
1995,CONCORDIA,173,0
1995,COOPER PARK,1209,0
1995,COPERNICUS PARK,469,0
1995,DINEEN PARK,909,0
1995,DOWNER WOODS,634,0
1995,DRETZKA PARK,13,0
1995,ENDERIS PARK,917,0
1995,ESTABROOK PARK,9,0
1995,EUCLID PARK,431,0
1995,FAIR PARK,420,0
1995,FAIRFIELD,333,1
1995,FAIRVIEW,1380,0
1995,FERNWOOD,1049,1
1995,FLORIST HIGHLANDS,259,0
1995,FOREST HOME HILLS,768,0
1995,FRANKLIN HEIGHTS,2238,15
1995,FREEDOM VILLAGE,14,0
1995,GARDEN HOMES,599,0
1995,GOLDEN GATE,266,0
1995,GOLDEN VALLEY,1060,0
1995,GOLDMAN PARK,523,0
1995,GRA-RAM,478,1
1995,GRACELAND,779,0
1995,GRANTOSA,355,1
1995,GRANVILLE STATION,248,0
1995,GRANVILLE WOODS,3,0
1995,GRASSLYN MANOR,1578,0
1995,GREEN MOOR,185,0
1995,GROVER HEIGHTS,108,0
1995,HALYARD PARK,95,0
1995,HAMPTON HEIGHTS,2110,0
1995,HARAMBEE,2567,26
1995,HARBOR VIEW,9,0
1995,HARDER'S OAKS,149,0
1995,HAVENWOODS,178,0
1995,HAWLEY FARMS,597,0
1995,HAWTHORNE GLEN,122,0
1995,HERITAGE HEIGHTS,33,0
1995,HIGHWOOD ESTATES,500,0
1995,HILLSIDE,40,0
1995,HILLTOP PARISH,1,0
1995,HISTORIC MITCHELL STREET,1658,3
1995,HISTORIC THIRD WARD,1,0
1995,HOLLER PARK,165,0
1995,HONEY CREEK MANOR,833,0
1995,HONEY CREEK PARKWAY,426,0
1995,JACKSON PARK,2380,0
1995,JOHNSON'S WOODS,910,0
1995,JUNEAU TOWN,295,0
1995,KILBOURN TOWN,1,0
1995,KING PARK,178,2
1995,KOPS PARK,1166,0
1995,LAND BANK,19,0
1995,LAYTON PARK,1599,0
1995,LENOX HEIGHTS,454,0
1995,LINCOLN CREEK,1960,1
1995,LINCOLN PARK,1419,2
1995,LINCOLN VILLAGE,1985,0
1995,LINDSAY PARK,1052,0
1995,LITTLE MENOMONEE PARKWAY,263,0
1995,LONG VIEW,912,1
1995,LOWER EAST SIDE,1120,1
1995,LYONS PARK,519,0
1995,MACK ACRES,68,0
1995,MAITLAND PARK,320,0
1995,MAPLE TREE,361,0
1995,MARTIN DRIVE,417,1
1995,MC GOVERN PARK,1061,0
1995,MELODY VIEW,193,0
1995,MENOMONEE RIVER HILLS,1819,0
1995,MENOMONEE RIVER HILLS EAST,635,0
1995,MENOMONEE RIVER VALLEY,5,2
1995,MERRILL PARK,533,14
1995,METCALFE PARK,654,9
1995,MIDTOWN,1279,16
1995,MILL VALLEY,328,0
1995,MILLER VALLEY,109,1
1995,MILWAUKEE RIVER PARKWAY,228,0
1995,MITCHELL FIELD,73,0
1995,MITCHELL PARK,8,0
1995,MITCHELL WEST,871,0
1995,MORGAN HEIGHTS,538,0
1995,MORGANDALE,2478,0
1995,MOUNT MARY,694,0
1995,MOUNT OLIVET,56,0
1995,MURRAY HILL,640,0
1995,MUSKEGO WAY,1902,1
1995,"NASH PARK",845,0
1995,"NATIONAL PARK",457,0
1995,NEW COELN,158,0
1995,NORTH DIVISION,1954,33
1995,NORTH GRANVILLE,29,0
1995,NORTHPOINT,508,0
1995,NORTHRIDGE,216,0
1995,NORTHRIDGE LAKES,297,0
1995,OLD NORTH MILWAUKEE,3111,9
1995,PARK KNOLL,364,0
1995,PARK PLACE,35,0
1995,PARK VIEW,135,0
1995,PARKWAY HILLS,152,0
1995,PHEASANT RUN,478,0
1995,POLLBER HEIGHTS,74,0
1995,POLONIA,1002,1
1995,RED OAK HEIGHTS,226,0
1995,RIDGEVIEW,88,0
1995,RIVER BEND,499,0
1995,RIVERSIDE PARK,227,0
1995,RIVERTON HEIGHTS,348,0
1995,RIVERWEST,2524,3
1995,ROLLING GREEN,492,0
1995,ROOSEVELT GROVE,1481,2
1995,ROOT CREEK,480,0
1995,RUFUS KING,1363,1
1995,SAINT JOSEPH,1632,1
1995,SAVELAND PARK,586,0
1995,SERVITE WOODS,403,0
1995,SHERMAN PARK,1681,5
1995,SILVER CITY,791,0
1995,SILVER SPRING,2462,1
1995,SILVER SWAN,398,0
1995,SOUTHGATE,474,0
1995,SOUTHPOINT,536,0
1995,ST. AMELIAN'S,581,0
1995,STORY HILL,512,0
1995,SUNSET HEIGHTS,1241,0
1995,THE VALLEY / PIGSVILLE,157,0
1995,THURSTON WOODS,1169,0
1995,TIMMERMAN AIRPORT,51,0
1995,TIMMERMAN WEST,956,0
1995,TIPPECANOE,2002,0
1995,TOWN & COUNTRY MANOR,607,0
1995,TOWN OF LAKE,1860,0
1995,TRIANGLE,116,2
1995,TRIANGLE NORTH,213,1
1995,TRIPOLI PARK,237,0
1995,UPPER EAST SIDE,839,0
1995,UPTOWN,1419,1
1995,VALHALLA,562,0
1995,VALLEY FORGE,54,0
1995,VETERANS AFFAIRS,1,0
1995,VOGEL PARK,370,0
1995,WAHL PARK,847,0
1995,WALKER'S POINT,1204,4
1995,WALNUT HILL,510,10
1995,WASHINGTON HEIGHTS,1989,0
1995,WASHINGTON PARK,1127,16
1995,WEDGEWOOD,477,0
1995,WEST VIEW,369,0
1995,WHISPERING HILLS,213,0
1995,WHITE MANOR,580,0
1995,WICK FIELD,160,0
1995,WILLIAMSBURG,612,3
1995,WILSON PARK,634,0
1995,WOODLAND COURT,135,0
1995,WOODLANDS,625,0
1995,WYRICK PARK,236,0
1995,YANKEE HILL,168,0
1996,ALCOTT PARK,479,0
1996,ALVERNO,52,0
1996,AMANI,1654,19
1996,ARLINGTON GARDENS,736,0
1996,ARLINGTON HEIGHTS,1232,7
1996,AVENUES WEST,266,11
1996,BARAN PARK,86,0
1996,BAY VIEW,4971,0
1996,BLUEMOUND HEIGHTS,977,0
1996,BORCHERT FIELD,1026,11
1996,BRADLEY ESTATES,967,0
1996,BREWER'S HILL,334,1
1996,BUCHEL PARK,13,0
1996,BURNHAM PARK,1334,0
1996,CALUMET FARMS,246,0
1996,CAMBRIDGE HEIGHTS,473,0
1996,CANNON PARK,428,0
1996,CAPITOL HEIGHTS,1650,1
1996,CASTLE MANOR,707,0
1996,CLARKE SQUARE,991,0
1996,CLAYTON CREST,529,0
1996,CLOCK TOWER ACRES,299,0
1996,COLD SPRING PARK,274,2
1996,COLLEGE HEIGHTS,373,0
1996,COLUMBUS PARK,1117,0
1996,CONCORDIA,177,2
1996,COOPER PARK,1209,0
1996,COPERNICUS PARK,472,0
1996,DINEEN PARK,909,0
1996,DOWNER WOODS,635,0
1996,DRETZKA PARK,13,0
1996,ENDERIS PARK,917,0
1996,ESTABROOK PARK,9,0
1996,EUCLID PARK,431,0
1996,FAIR PARK,421,0
1996,FAIRFIELD,333,2
1996,FAIRVIEW,1380,0
1996,FERNWOOD,1049,0
1996,FLORIST HIGHLANDS,262,0
1996,FOREST HOME HILLS,771,0
1996,FRANKLIN HEIGHTS,2222,11
1996,FREEDOM VILLAGE,14,0
1996,GARDEN HOMES,599,3
1996,GOLDEN GATE,266,0
1996,GOLDEN VALLEY,1060,0
1996,GOLDMAN PARK,524,0
1996,GRA-RAM,477,0
1996,GRACELAND,780,0
1996,GRANTOSA,356,0
1996,GRANVILLE STATION,248,0
1996,GRANVILLE WOODS,3,0
1996,GRASSLYN MANOR,1579,0
1996,GREEN MOOR,185,0
1996,GROVER HEIGHTS,107,1
1996,HALYARD PARK,94,0
1996,HAMPTON HEIGHTS,2112,1
1996,HARAMBEE,2519,18
1996,HARBOR VIEW,9,0
1996,HARDER'S OAKS,149,0
1996,HAVENWOODS,178,0
1996,HAWLEY FARMS,597,0
1996,HAWTHORNE GLEN,123,0
1996,HERITAGE HEIGHTS,33,0
1996,HIGHWOOD ESTATES,500,0
1996,HILLSIDE,40,0
1996,HILLTOP PARISH,1,0
1996,HISTORIC MITCHELL STREET,1648,3
1996,HISTORIC THIRD WARD,1,0
1996,HOLLER PARK,165,0
1996,HONEY CREEK MANOR,833,0
1996,HONEY CREEK PARKWAY,426,0
1996,JACKSON PARK,2380,0
1996,JOHNSON'S WOODS,910,0
1996,JUNEAU TOWN,295,0
1996,KILBOURN TOWN,1,0
1996,KING PARK,173,2
1996,KOPS PARK,1166,1
1996,LAND BANK,19,0
1996,LAYTON PARK,1599,1
1996,LENOX HEIGHTS,453,0
1996,LINCOLN CREEK,1960,0
1996,LINCOLN PARK,1418,1
1996,LINCOLN VILLAGE,1985,1
1996,LINDSAY PARK,1051,0
1996,LITTLE MENOMONEE PARKWAY,265,0
1996,LONG VIEW,912,1
1996,LOWER EAST SIDE,1118,0
1996,LYONS PARK,517,0
1996,MACK ACRES,68,0
1996,MAITLAND PARK,321,0
1996,MAPLE TREE,376,1
1996,MARTIN DRIVE,414,1
1996,MC GOVERN PARK,1060,0
1996,MELODY VIEW,194,0
1996,MENOMONEE RIVER HILLS,1821,0
1996,MENOMONEE RIVER HILLS EAST,636,0
1996,MENOMONEE RIVER VALLEY,3,0
1996,MERRILL PARK,531,2
1996,METCALFE PARK,620,5
1996,MIDTOWN,1244,10
1996,MILL VALLEY,329,0
1996,MILLER VALLEY,109,0
1996,MILWAUKEE RIVER PARKWAY,228,1
1996,MITCHELL FIELD,72,0
1996,MITCHELL PARK,8,0
1996,MITCHELL WEST,871,0
1996,MORGAN HEIGHTS,537,0
1996,MORGANDALE,2478,0
1996,MOUNT MARY,694,0
1996,MOUNT OLIVET,56,0
1996,MURRAY HILL,640,0
1996,MUSKEGO WAY,1901,0
1996,"NASH PARK",845,0
1996,"NATIONAL PARK",458,0
1996,NEW COELN,159,0
1996,NORTH DIVISION,1896,30
1996,NORTH GRANVILLE,31,0
1996,NORTHPOINT,505,0
1996,NORTHRIDGE,216,0
1996,NORTHRIDGE LAKES,297,0
1996,OLD NORTH MILWAUKEE,3107,3
1996,PARK KNOLL,366,0
1996,PARK PLACE,33,0
1996,PARK VIEW,135,0
1996,PARKWAY HILLS,153,0
1996,PHEASANT RUN,478,1
1996,POLLBER HEIGHTS,73,0
1996,POLONIA,1001,0
1996,RED OAK HEIGHTS,226,0
1996,RIDGEVIEW,88,0
1996,RIVER BEND,499,0
1996,RIVERSIDE PARK,227,0
1996,RIVERTON HEIGHTS,361,0
1996,RIVERWEST,2522,2
1996,ROLLING GREEN,492,0
1996,ROOSEVELT GROVE,1476,3
1996,ROOT CREEK,480,0
1996,RUFUS KING,1362,3
1996,SAINT JOSEPH,1632,2
1996,SAVELAND PARK,587,0
1996,SERVITE WOODS,403,0
1996,SHERMAN PARK,1673,5
1996,SILVER CITY,793,0
1996,SILVER SPRING,2463,1
1996,SILVER SWAN,397,0
1996,SOUTHGATE,474,0
1996,SOUTHPOINT,536,0
1996,ST. AMELIAN'S,581,0
1996,STORY HILL,513,0
1996,SUNSET HEIGHTS,1240,0
1996,THE VALLEY / PIGSVILLE,157,0
1996,THURSTON WOODS,1169,0
1996,TIMMERMAN AIRPORT,51,0
1996,TIMMERMAN WEST,956,0
1996,TIPPECANOE,2002,2
1996,TOWN & COUNTRY MANOR,606,1
1996,TOWN OF LAKE,1860,0
1996,TRIANGLE,111,2
1996,TRIANGLE NORTH,207,3
1996,TRIPOLI PARK,236,0
1996,UPPER EAST SIDE,840,0
1996,UPTOWN,1418,2
1996,VALHALLA,562,1
1996,VALLEY FORGE,54,0
1996,VETERANS AFFAIRS,1,0
1996,VOGEL PARK,370,0
1996,WAHL PARK,847,0
1996,WALKER'S POINT,1194,4
1996,WALNUT HILL,490,7
1996,WASHINGTON HEIGHTS,1988,1
1996,WASHINGTON PARK,1094,15
1996,WEDGEWOOD,477,0
1996,WEST VIEW,369,0
1996,WHISPERING HILLS,213,0
1996,WHITE MANOR,580,1
1996,WICK FIELD,160,0
1996,WILLIAMSBURG,612,4
1996,WILSON PARK,635,0
1996,WOODLAND COURT,135,0
1996,WOODLANDS,625,0
1996,WYRICK PARK,236,0
1996,YANKEE HILL,166,0
1997,ALCOTT PARK,481,0
1997,ALVERNO,52,0
1997,AMANI,1628,17
1997,ARLINGTON GARDENS,736,0
1997,ARLINGTON HEIGHTS,1228,0
1997,AVENUES WEST,266,9
1997,BARAN PARK,87,0
1997,BAY VIEW,4973,0
1997,BLUEMOUND HEIGHTS,977,0
1997,BORCHERT FIELD,1016,6
1997,BRADLEY ESTATES,966,0
1997,BREWER'S HILL,337,2
1997,BUCHEL PARK,13,0
1997,BURNHAM PARK,1334,1
1997,CALUMET FARMS,246,0
1997,CAMBRIDGE HEIGHTS,473,0
1997,CANNON PARK,428,0
1997,CAPITOL HEIGHTS,1649,0
1997,CASTLE MANOR,707,0
1997,CLARKE SQUARE,992,0
1997,CLAYTON CREST,531,0
1997,CLOCK TOWER ACRES,294,1
1997,COLD SPRING PARK,274,2
1997,COLLEGE HEIGHTS,373,0
1997,COLUMBUS PARK,1118,0
1997,CONCORDIA,176,0
1997,COOPER PARK,1209,0
1997,COPERNICUS PARK,474,0
1997,DINEEN PARK,908,0
1997,DOWNER WOODS,635,0
1997,DRETZKA PARK,13,0
1997,ENDERIS PARK,918,1
1997,ESTABROOK PARK,9,0
1997,EUCLID PARK,431,0
1997,FAIR PARK,421,0
1997,FAIRFIELD,332,1
1997,FAIRVIEW,1380,0
1997,FERNWOOD,1047,0
1997,FLORIST HIGHLANDS,264,0
1997,FOREST HOME HILLS,769,0
1997,FRANKLIN HEIGHTS,2214,7
1997,FREEDOM VILLAGE,14,0
1997,GARDEN HOMES,599,0
1997,GOLDEN GATE,266,0
1997,GOLDEN VALLEY,1060,0
1997,GOLDMAN PARK,524,0
1997,GRA-RAM,478,0
1997,GRACELAND,780,0
1997,GRANTOSA,357,0
1997,GRANVILLE STATION,249,0
1997,GRANVILLE WOODS,2,0
1997,GRASSLYN MANOR,1577,0
1997,GREEN MOOR,186,0
1997,GROVER HEIGHTS,106,0
1997,HALYARD PARK,92,1
1997,HAMPTON HEIGHTS,2110,0
1997,HARAMBEE,2489,15
1997,HARBOR VIEW,9,0
1997,HARDER'S OAKS,149,0
1997,HAVENWOODS,178,0
1997,HAWLEY FARMS,597,0
1997,HAWTHORNE GLEN,123,0
1997,HERITAGE HEIGHTS,47,0
1997,HIGHWOOD ESTATES,500,0
1997,HILLSIDE,40,0
1997,HILLTOP PARISH,1,0
1997,HISTORIC MITCHELL STREET,1648,1
1997,HISTORIC THIRD WARD,1,0
1997,HOLLER PARK,166,0
1997,HONEY CREEK MANOR,833,1
1997,HONEY CREEK PARKWAY,428,0
1997,JACKSON PARK,2383,0
1997,JOHNSON'S WOODS,910,0
1997,JUNEAU TOWN,293,0
1997,KILBOURN TOWN,1,0
1997,KING PARK,171,1
1997,KOPS PARK,1167,0
1997,LAND BANK,19,0
1997,LAYTON PARK,1599,1
1997,LENOX HEIGHTS,453,0
1997,LINCOLN CREEK,1960,1
1997,LINCOLN PARK,1419,1
1997,LINCOLN VILLAGE,1984,0
1997,LINDSAY PARK,1052,0
1997,LITTLE MENOMONEE PARKWAY,265,0
1997,LONG VIEW,911,0
1997,LOWER EAST SIDE,1118,0
1997,LYONS PARK,518,0
1997,MACK ACRES,68,0
1997,MAITLAND PARK,321,0
1997,MAPLE TREE,378,0
1997,MARTIN DRIVE,414,0
1997,MC GOVERN PARK,1059,1
1997,MELODY VIEW,195,0
1997,MENOMONEE RIVER HILLS,1825,0
1997,MENOMONEE RIVER HILLS EAST,636,0
1997,MENOMONEE RIVER VALLEY,3,0
1997,MERRILL PARK,533,5
1997,METCALFE PARK,590,6
1997,MIDTOWN,1247,9
1997,MILL VALLEY,329,0
1997,MILLER VALLEY,109,0
1997,MILWAUKEE RIVER PARKWAY,228,0
1997,MITCHELL FIELD,69,0
1997,MITCHELL PARK,8,0
1997,MITCHELL WEST,871,0
1997,MORGAN HEIGHTS,538,0
1997,MORGANDALE,2478,0
1997,MOUNT MARY,694,0
1997,MOUNT OLIVET,56,0
1997,MURRAY HILL,638,0
1997,MUSKEGO WAY,1901,2
1997,"NASH PARK",847,0
1997,"NATIONAL PARK",458,0
1997,NEW COELN,159,0
1997,NORTH DIVISION,1885,23
1997,NORTH GRANVILLE,30,0
1997,NORTHPOINT,505,0
1997,NORTHRIDGE,216,0
1997,NORTHRIDGE LAKES,297,0
1997,OLD NORTH MILWAUKEE,3107,3
1997,PARK KNOLL,369,0
1997,PARK PLACE,33,0
1997,PARK VIEW,135,0
1997,PARKWAY HILLS,153,0
1997,PHEASANT RUN,478,0
1997,POLLBER HEIGHTS,73,0
1997,POLONIA,1002,0
1997,RED OAK HEIGHTS,228,0
1997,RIDGEVIEW,88,0
1997,RIVER BEND,499,0
1997,RIVERSIDE PARK,227,0
1997,RIVERTON HEIGHTS,373,0
1997,RIVERWEST,2517,0
1997,ROLLING GREEN,492,0
1997,ROOSEVELT GROVE,1477,3
1997,ROOT CREEK,479,0
1997,RUFUS KING,1363,0
1997,SAINT JOSEPH,1633,0
1997,SAVELAND PARK,587,0
1997,SERVITE WOODS,403,0
1997,SHERMAN PARK,1667,3
1997,SILVER CITY,793,0
1997,SILVER SPRING,2463,1
1997,SILVER SWAN,397,0
1997,SOUTHGATE,474,0
1997,SOUTHPOINT,536,0
1997,ST. AMELIAN'S,581,0
1997,STORY HILL,513,0
1997,SUNSET HEIGHTS,1240,0
1997,THE VALLEY / PIGSVILLE,157,0
1997,THURSTON WOODS,1169,0
1997,TIMMERMAN AIRPORT,51,0
1997,TIMMERMAN WEST,956,0
1997,TIPPECANOE,2004,0
1997,TOWN & COUNTRY MANOR,605,0
1997,TOWN OF LAKE,1860,0
1997,TRIANGLE,107,1
1997,TRIANGLE NORTH,201,4
1997,TRIPOLI PARK,234,0
1997,UPPER EAST SIDE,840,0
1997,UPTOWN,1417,0
1997,VALHALLA,562,0
1997,VALLEY FORGE,54,0
1997,VETERANS AFFAIRS,1,0
1997,VOGEL PARK,369,0
1997,WAHL PARK,847,0
1997,WALKER'S POINT,1187,5
1997,WALNUT HILL,476,5
1997,WASHINGTON HEIGHTS,1988,0
1997,WASHINGTON PARK,1075,11
1997,WEDGEWOOD,477,0
1997,WEST VIEW,372,0
1997,WHISPERING HILLS,213,0
1997,WHITE MANOR,580,0
1997,WICK FIELD,160,0
1997,WILLIAMSBURG,608,4
1997,WILSON PARK,635,0
1997,WOODLAND COURT,135,0
1997,WOODLANDS,626,0
1997,WYRICK PARK,236,0
1997,YANKEE HILL,166,0
1998,ALCOTT PARK,482,0
1998,ALVERNO,52,0
1998,AMANI,1595,15
1998,ARLINGTON GARDENS,736,0
1998,ARLINGTON HEIGHTS,1230,1
1998,AVENUES WEST,267,1
1998,BARAN PARK,88,0
1998,BAY VIEW,4973,0
1998,BLUEMOUND HEIGHTS,976,0
1998,BORCHERT FIELD,1014,4
1998,BRADLEY ESTATES,966,0
1998,BREWER'S HILL,336,0
1998,BUCHEL PARK,13,0
1998,BURNHAM PARK,1336,0
1998,CALUMET FARMS,245,0
1998,CAMBRIDGE HEIGHTS,474,0
1998,CANNON PARK,428,0
1998,CAPITOL HEIGHTS,1649,0
1998,CASTLE MANOR,722,0
1998,CLARKE SQUARE,990,0
1998,CLAYTON CREST,533,0
1998,CLOCK TOWER ACRES,293,1
1998,COLD SPRING PARK,277,0
1998,COLLEGE HEIGHTS,373,0
1998,COLUMBUS PARK,1118,0
1998,CONCORDIA,182,1
1998,COOPER PARK,1208,0
1998,COPERNICUS PARK,473,0
1998,DINEEN PARK,908,0
1998,DOWNER WOODS,635,0
1998,DRETZKA PARK,13,0
1998,ENDERIS PARK,918,1
1998,ESTABROOK PARK,9,0
1998,EUCLID PARK,431,0
1998,FAIR PARK,421,0
1998,FAIRFIELD,332,0
1998,FAIRVIEW,1380,0
1998,FERNWOOD,1050,0
1998,FLORIST HIGHLANDS,267,0
1998,FOREST HOME HILLS,768,0
1998,FRANKLIN HEIGHTS,2210,7
1998,FREEDOM VILLAGE,14,0
1998,GARDEN HOMES,598,0
1998,GOLDEN GATE,266,0
1998,GOLDEN VALLEY,1060,0
1998,GOLDMAN PARK,524,0
1998,GRA-RAM,478,0
1998,GRACELAND,780,0
1998,GRANTOSA,357,0
1998,GRANVILLE STATION,249,0
1998,GRANVILLE WOODS,2,0
1998,GRASSLYN MANOR,1577,1
1998,GREEN MOOR,186,0
1998,GROVER HEIGHTS,106,0
1998,HALYARD PARK,88,0
1998,HAMPTON HEIGHTS,2110,1
1998,HARAMBEE,2479,15
1998,HARBOR VIEW,9,0
1998,HARDER'S OAKS,149,0
1998,HAVENWOODS,178,0
1998,HAWLEY FARMS,597,0
1998,HAWTHORNE GLEN,123,0
1998,HERITAGE HEIGHTS,54,0
1998,HIGHWOOD ESTATES,500,0
1998,HILLSIDE,40,0
1998,HILLTOP PARISH,2,0
1998,HISTORIC MITCHELL STREET,1649,1
1998,HISTORIC THIRD WARD,1,0
1998,HOLLER PARK,166,0
1998,HONEY CREEK MANOR,833,0
1998,HONEY CREEK PARKWAY,428,0
1998,JACKSON PARK,2383,0
1998,JOHNSON'S WOODS,911,0
1998,JUNEAU TOWN,291,0
1998,KILBOURN TOWN,2,0
1998,KING PARK,167,2
1998,KOPS PARK,1168,0
1998,LAND BANK,19,0
1998,LAYTON PARK,1598,1
1998,LENOX HEIGHTS,453,0
1998,LINCOLN CREEK,1958,2
1998,LINCOLN PARK,1420,0
1998,LINCOLN VILLAGE,1986,1
1998,LINDSAY PARK,1052,0
1998,LITTLE MENOMONEE PARKWAY,266,0
1998,LONG VIEW,911,1
1998,LOWER EAST SIDE,1113,0
1998,LYONS PARK,518,0
1998,MACK ACRES,68,0
1998,MAITLAND PARK,321,0
1998,MAPLE TREE,380,0
1998,MARTIN DRIVE,414,1
1998,MC GOVERN PARK,1059,1
1998,MELODY VIEW,198,0
1998,MENOMONEE RIVER HILLS,1827,0
1998,MENOMONEE RIVER HILLS EAST,636,1
1998,MENOMONEE RIVER VALLEY,3,0
1998,MERRILL PARK,528,2
1998,METCALFE PARK,583,4
1998,MIDTOWN,1248,13
1998,MILL VALLEY,329,0
1998,MILLER VALLEY,109,0
1998,MILWAUKEE RIVER PARKWAY,228,0
1998,MITCHELL FIELD,68,0
1998,MITCHELL PARK,8,0
1998,MITCHELL WEST,871,0
